日期,通報內容
111/12/07,中共解放軍臺海周邊海、空域動態(111年12月7日) 一、日期： 中華民國111年12月6日（星期二）0600時至12月7日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機17架次(其中逾越海峽中線及其延伸線進入西南空域4架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/12/06,中共解放軍臺海周邊海、空域動態(111年12月6日) 一、日期： 中華民國111年12月5日（星期一）0600時至12月6日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機20架次(其中進入西南及東南空域7架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/12/05,中共解放軍臺海周邊海、空域動態(111年12月5日) 一、日期： 中華民國111年年12月4日（星期日）0600時至12月5日（星期一）0600時止。 二、活動動態： 迄今日0600時止，偵獲共機8架次、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/12/04,中共解放軍臺海周邊海、空域動態(111年12月4日) 一、日期： 中華民國111年12月3日（星期六）0600時至12月4日（星期日）0600時止。 二、活動動態： 迄今日0600時止，偵獲共機25架次(其中逾越海峽中線及其延伸線進入西南空域10架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/12/03,中共解放軍臺海周邊海、空域動態(111年12月3日) 一、日期： 中華民國111年12月2日（星期五）0600時至12月3日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機14架次(進入西南空域1架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/12/02,中共解放軍臺海周邊海、空域動態(111年12月2日) 一、日期： 中華民國111年12月1日（星期四）0600時至12月2日（星期五）0600時止。 二、活動動態： 迄今日0600時止，偵獲共機19架次(其中進入西南空域5架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/12/01,中共解放軍臺海周邊海、空域動態(111年12月1日) 一、日期： 中華民國111年11月30日（星期三）0600時至12月1日（星期四）0600時止。 二、活動動態： 迄今日0600時止，偵獲共機5架次(其中進入西南空域1架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/30,中共解放軍臺海周邊海、空域動態(111年11月30日) 一、日期： 中華民國111年11月29日（星期二）0600時至11月30日（星期三）0600時止。 二、活動動態： 迄今日0600時止，偵獲共機13架次(其中進入西南空域3架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/29,中共解放軍臺海周邊海、空域動態(111年11月29日) 一、日期： 中華民國111年11月28日（星期一）0600時至11月29日（星期二）0600時止。 二、活動動態： 迄今日0600時止，偵獲共機11架次、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/28,中共解放軍臺海周邊海、空域動態(111年11月28日) 一、日期： 中華民國111年11月27日（星期日）0600時至11月28日（星期一）0600時止。 二、活動動態： 迄今日0600時止，偵獲共機9架次(其中逾越海峽中線及進入西南空域3架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/27,中共解放軍臺海周邊海、空域動態(111年11月27日) 一、日期： 中華民國111年11月26日（星期六）0600時至11月27日（星期日）0600時止。 二、活動動態： 迄今日0600時止，偵獲共機8架次(其中進入西南空域4架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/26,中共解放軍臺海周邊海、空域動態(111年11月26日) 一、日期： 中華民國111年11月25日（星期五）0600時至11月26日（星期六）0600時止。 二、活動動態： 迄今日0600時止，偵獲共機11架次(其中進入西南空域5架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/25,中共解放軍臺海周邊海、空域動態(111年11月25日) 一、日期： 中華民國111年11月24日（星期四）0600時至11月25日（星期五）0600時止。 二、活動動態： 迄今日0600時止，偵獲共機6架次、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/24,中共解放軍臺海周邊海、空域動態(111年11月24日) 一、日期： 中華民國111年11月23日（星期三）0600時至11月24日（星期四）0600時止。 二、活動動態： 迄今日0600時止，偵獲共機7架次(進入西南空域2架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/23,中共解放軍臺海周邊海、空域動態(111年11月23日) 一、日期： 中華民國111年11月22日（星期二）0600時至11月23日（星期三）0600時止。 二、活動動態： 迄今日0600時止，偵獲共機3架次(進入西南及東部空域3架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/22,中共解放軍臺海周邊海、空域動態(111年11月22日) 一、日期： 中華民國111年11月21日（星期一）0600時至11月22日（星期二）0600時止。 二、活動動態： 迄0600時止，偵獲共機17架次(其中進入西南空域6架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/21,中共解放軍臺海周邊海、空域動態(111年11月21日) 一、日期： 中華民國111年11月20日（星期日）0600時至11月21日（星期一）0600時止。 二、活動動態： 迄0600時止，偵獲共機12架次(其中進入西南空域5架次)、共艦4艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/20,中共解放軍臺海周邊海、空域動態(111年11月20日) 一、日期： 中華民國111年11月19日（星期六）0600時至11月20日（星期日）0600時止。 二、活動動態： 迄0600時止，偵獲共機10架次(其中進入西南空域3架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/19,中共解放軍臺海周邊海、空域動態(111年11月19日) 一、日期： 中華民國111年11月18日（星期五）0600時至11月19日（星期六）0600時止。 二、活動動態： 迄0600時止，偵獲共機17架次(其中逾越海峽中線及其延伸線進入西南空域4架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/18,中共解放軍臺海周邊海、空域動態(111年11月18日) 一、日期： 中華民國111年11月17日（星期四）0600時至11月18日（星期五）0600時止。 二、活動動態： 迄0600時止，偵獲共機15架次(其中進入西南空域7架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/17,中共解放軍臺海周邊海、空域動態(111年11月17日) 一、日期： 中華民國111年11月16日（星期三）0600時至11月17日（星期四）0600時止。 二、活動動態： 迄0600時止，偵獲共機14架次(其中進入西南空域6架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/16,中共解放軍臺海周邊海、空域動態(111年11月16日) 一、日期： 中華民國111年11月15日（星期二）0600時至11月16日（星期三）0600時止。 二、活動動態： 迄0600時止，偵獲共機16架次(其中逾越海峽中線及其延伸線進入西南空域5架次)、共艦3艘次，持續在臺海周邊活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/14,臺海周邊空域空情動態新聞稿 國防部今(14)日表示，迄1700時止，偵獲共機6架次、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/13,臺海周邊空域空情動態新聞稿 國防部今(13)日表示，迄1700時止，偵獲共機5架次、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/13,偵獲共機、艦在臺海周邊活動情形(111年11月13日) 國防部新聞稿 時間：111年11月13日1800時 國防部今(13)日表示，迄1700時止，偵獲共機5架次、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/12,臺海周邊空域空情動態新聞稿 國防部今（12）日表示，迄1700時止，偵獲共機36架次(逾越海峽中線及其延伸線進入西南空域21架次)、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/11,臺海周邊空域空情動態新聞稿 國防部今（11）日表示，迄1700時止，偵獲共機14架次(逾越海峽中線及其延伸線進入西南空域5架次)、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/10,臺海周邊空域空情動態新聞稿 國防部今（10）日表示，迄1700時止，偵獲共機26架次(逾越海峽中線及其延伸線進入西南空域8架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/09,臺海周邊空域空情動態新聞稿 國防部今（9）日表示，迄1700時止，偵獲共機18架次(其中進入西南空域9架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/08,臺海周邊空域空情動態新聞稿 國防部今（8）日表示，迄1700時止，偵獲共機21架次(其中進入西南空域3架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/07,臺海周邊空域空情動態新聞稿 國防部今（7）日表示，迄1700時止，偵獲共機63架次(逾越海峽中線及其延伸線進入西南空域31架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/06,臺海周邊空域空情動態新聞稿 國防部今（6）日表示，迄1700時止，偵獲共機46架次(逾越海峽中線及其延伸線進入西南空域21架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/05,臺海周邊空域空情動態新聞稿 國防部今（5）日表示，迄1700時止，偵獲共機9架次(進入西南空域1架次)、共艦2艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/04,臺海周邊空域空情動態新聞稿 國防部今（4）日表示，迄1700時止，偵獲共機27架次(逾越海峽中線及其延伸線進入西南空域15架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/03,臺海周邊空域空情動態新聞稿 國防部今（3）日表示，迄1700時止，偵獲共機9架次、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/02,臺海周邊空域空情動態新聞稿 國防部今(2)日表示，迄1700時止，偵獲共機6架次、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/11/01,臺海周邊空域空情動態新聞稿 國防部今（1）日表示，迄1700時止，偵獲共機8架次、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/31,臺海周邊空域空情動態新聞稿 國防部今（31）日表示，迄1700時止，偵獲共艦3艘次，持續於臺灣周邊海域活動。國軍運用任務艦及岸置飛彈系統嚴密監控與應處。 關於國防部 國防部簡介 部長簡介 歷任部長 國防消息 即時軍事動態 國軍輯影 軍事新聞 公告專區 影音快遞 新聞稿 即時新聞澄清專區 常見問答集 重要政策 1年期義務役專區 募兵制專區 性別平等專區 人權業務專區 法規專區 政府資訊公開 國防產業發展條例專區 為民服務 民意信箱 人才招募 醫療服務 後備軍人服務 國軍檔案應用服務區 遊說法資訊專區 涉密離退人員出境資訊 招聘資訊 軍事出版品 中英辭彙對照 軍事刊物 相關連結 國軍機關單位 軍事院校 國軍醫院 國軍資訊網站 國防相關組織 相關活動連結 行政院公報資訊網 英語資料庫平臺 政府資料開放平臺 國軍屆退官兵「就業」 及「職業訓練」相關資訊 ::: 網站隱私權政策 網站安全政策宣告 政府網站資料開放宣告 個資法保護聲明 交通資訊導引 國防部版權所有 2022 Ministry of National Defense. All rights reserved. 機關地址:104237台北市中山區北安路409號 總機電話:(02)2311-6117(代表號)國軍人員申訴專線:1985 網站更新日期:114/11/30
111/10/30,臺海周邊空域空情動態新聞稿 國防部今(30)日表示，迄1700時止，偵獲共機8架次(逾越海峽中線1架次)、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/29,臺海周邊空域空情動態新聞稿 國防部今(29)日表示，迄1700時止，偵獲共機25架次(逾越海峽中線及其延伸線進入西南空域7架次)、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/28,臺海周邊空域空情動態新聞稿 國防部今(28)日表示，迄1700時止，偵獲共機13架次(進入西南空域2架次)、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/27,臺海周邊空域空情動態新聞稿 國防部今(27)日表示，迄1700時止，偵獲共機20架次(逾越海峽中線及其延伸線進入西南空域9架次)、共艦2艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/26,臺海周邊空域空情動態新聞稿 國防部今(26)日表示，迄1700時止，偵獲共機22架次(其中進入西南空域9架次)、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/25,臺海周邊空域空情動態新聞稿 國防部今(25)日表示，迄1700時止，偵獲共機16架次(逾越海峽中線及其延伸線進入西南空域7架次)、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/24,臺海周邊空域空情動態新聞稿 國防部今（24）日表示，迄1700時止，偵獲共機10架次、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/23,臺海周邊空域空情動態新聞稿 國防部今(23)日表示，迄1700時止，偵獲共機9架次、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/22,臺海周邊空域空情動態新聞稿 國防部今(22)日表示，迄1700時止，偵獲共機9架次、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/21,臺海周邊空域空情動態新聞稿 國防部今(21)日表示，迄1700時止，偵獲共機22架次(逾越海峽中線及其延伸線進入西南空域7架次)、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/20,臺海周邊空域空情動態新聞稿 國防部今(20)日表示，迄1700時止，偵獲共機20架次(其中進入西南空域2架次)、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/19,臺海周邊空域空情動態新聞稿 國防部今(19)日表示，迄1700時止，偵獲共機11架次(其中進入西南空域2架次)、共艦2艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/18,臺海周邊空域空情動態新聞稿 國防部今(18)日表示，迄1700時止，偵獲共機11架次(逾越海峽中線2 架次)、共艦2艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/17,臺海周邊空域空情動態新聞稿 國防部今(17)日表示，迄1700時止，偵獲共機4架次、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/15,臺海周邊空域空情動態新聞稿 國防部今（15）日表示，迄1700時止，偵獲共機11架次(其中進入西南空域2架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/14,臺海周邊空域空情動態新聞稿 國防部今（14）日表示，迄1700時止，偵獲共機23架次(逾越海峽中線及進入西南空域4架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/13,臺海周邊空域空情動態新聞稿 國防部今（13）日表示，迄1700時止，偵獲共機13架次(其中進入西南空域2架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/12,臺海周邊空域空情動態新聞稿 國防部今（12）日表示，迄1700時止，偵獲共機15架次(其中進入西南空域6架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/11,臺海周邊空域空情動態新聞稿 國防部今(11)日表示，迄1700時止，偵獲共機11架次(其中進入西南空域2架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/10,臺海周邊空域空情動態新聞稿 國防部今(10)日表示，迄1700時止，偵獲共機26架次(其中進入西南空域8架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/09,臺海周邊空域空情動態新聞稿 國防部今(9)日表示，迄1700時止，偵獲共機12架次(逾越海峽中線2架次）共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/08,臺海周邊空域空情動態新聞稿 國防部今(8)日表示，迄1700時止，偵獲共機6架次、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/07,臺海周邊空域空情動態新聞稿 國防部今(7)日表示，迄1700時止，偵獲共機8架次、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/06,臺海周邊空域空情動態新聞稿 國防部今(6)日表示，迄1700時止，偵獲共機9架次(其中進入西南空域1架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/05,臺海周邊空域空情動態新聞稿 國防部今(5)日表示，迄1700時止，偵獲共機33架次(逾越海峽中線及其延伸線進入西南空域9架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/04,臺海周邊空域空情動態新聞稿 國防部今(4)日表示，迄1700時止，偵獲共機9架次(其中進入西南空域2架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/03,臺海周邊空域空情動態新聞稿 國防部今(3)日表示，迄1700時止，偵獲共機14架次(其中進入西南空域1架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/02,臺海周邊空域空情動態新聞稿 國防部今(2)日表示，迄1700時止，偵獲共機22架次(逾越海峽中線及其延伸線進入西南空域8架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/10/01,臺海周邊空域空情動態新聞稿 國防部今(1)日表示，迄1700時止，偵獲共機8架次(逾越海峽中線2架次）、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/30,臺海周邊空域空情動態新聞稿 國防部今(30)日表示，迄1700時止，偵獲共機8架次、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/29,臺海周邊空域空情動態新聞稿 國防部今(29)日表示，迄1700時止，偵獲共機11架次(其中進入西南空域1架次)共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/28,臺海周邊空域空情動態新聞稿 國防部今(28)日表示，迄1700時止，偵獲共機31架次(逾越海峽中線及其延伸線進入西南空域10架次)共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/27,臺海周邊空域空情動態新聞稿 國防部今(27)日表示，迄1700時止，偵獲共機11架次、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/26,臺海周邊空域空情動態新聞稿 國防部今(26)日表示，迄1700時止，偵獲共機12架次(其中進入西南空域3架次）共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/25,臺海周邊空域空情動態新聞稿 國防部今(25)日表示，迄1700時止，偵獲共機15架次(其中進入西南空域2架次）共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/24,臺海周邊空域空情動態新聞稿 國防部今(24)日表示，迄1700時止，偵獲共機16架次(其中進入西南空域3架次）共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/23,臺海周邊空域空情動態新聞稿 國防部今(23)日表示，迄1700時止，偵獲共機20架次(其中進入西南空域4架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/22,臺海周邊空域空情動態新聞稿 國防部今(22)日表示，迄1700時止，偵獲共機13架次(逾越海峽中線及其延伸線進入西南空域3架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/21,臺海周邊空域空情動態新聞稿 國防部今(21)日表示，迄1700時止，偵獲共機38架次(逾越海峽中線及其延伸線進入西南空域17架次)、共艦6艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/20,臺海周邊空域空情動態新聞稿 國防部今(20)日表示，迄1700時止，偵獲共機24架次、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/19,臺海周邊空域空情動態新聞稿 國防部今(19)日表示，迄1700時止，偵獲共機9架次(逾越海峽中線及其延伸線進入西南空域4架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/18,臺海周邊空域空情動態新聞稿 國防部今(18)日表示，迄1700時止，偵獲共機8架次(其中進入西南空域1架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/17,臺海周邊空域空情動態新聞稿 國防部今(17）日表示，迄1700時止，偵獲共機20架次(其中進入西南空域2架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/16,臺海周邊空域空情動態新聞稿 國防部今(16)日表示，迄1700時止，偵獲共機43架次(逾越海峽中線及其延伸線進入西南空域20架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/15,臺海周邊空域空情動態新聞稿 國防部今(15)日表示，迄1700時止，偵獲共機26架次(逾越海峽中線及其延伸線進入西南空域11架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/14,臺海周邊空域空情動態新聞稿 國防部今(14)日表示，迄1700時止，偵獲共機24架次(逾越海峽中線及其延伸線進入西南空域3架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/13,臺海周邊空域空情動態新聞稿 國防部今(13)日表示，迄1700時止，偵獲共機11架次(逾越海峽中線及其延伸線進入西南空域3架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/12,臺海周邊空域空情動態新聞稿 國防部今(12)日表示，迄1700時止，偵獲共機7架次(逾越海峽中線及其延伸線進入西南空域3架次)、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/11,臺海周邊空域空情動態新聞稿 國防部今(11)日表示，迄1700時止，偵獲共機8架次(逾越海峽中線及其延伸線進入西南空域5架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/10,臺海周邊空域空情動態新聞稿 國防部今(10)日表示，迄1700時止，偵獲共機43架次(逾越海峽中線及其延伸線進入西南空域19架次)、共艦9艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/09,臺海周邊空域空情動態新聞稿 國防部今(9)日表示，迄1700時止，偵獲共機12架次(逾越海峽中線及其延伸線進入西南空域6架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/08,臺海周邊空域空情動態新聞稿 國防部今(8)日表示，迄1700時止，偵獲共機45架次(逾越海峽中線及其延伸線進入西南空域25架次)、共艦7艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/07,臺海周邊空域空情動態新聞稿 國防部今(7)日表示，迄1700時止，偵獲共機12架次(逾越海峽中線3架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/06,臺海周邊空域空情動態新聞稿 國防部今(6)日表示，迄1700時止，偵獲共機8架次(逾越海峽中線3架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/05,臺海周邊空域空情動態新聞稿 國防部今(5)日表示，迄1700時止，偵獲共機17架次(逾越海峽中線及其延伸線進入西南空域9架次)、共艦4艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/04,臺海周邊空域空情動態新聞稿 國防部今(4)日表示，迄1700時止，偵獲共機7架次(逾越海峽中線及其延伸線進入西南空域3架次)、無人機1架次、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/03,臺海周邊空域空情動態新聞稿 國防部今(3)日表示，迄1700時止，偵獲共機4架次(其中逾越海峽中線2架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/02,臺海周邊空域空情動態新聞稿 國防部今（2）日表示，迄1700時止，偵獲共機19架次（其中進入西南空域4架次）、共艦3艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/09/01,臺海周邊空域空情動態新聞稿 國防部今(1)日表示，迄1700時止，偵獲共機53架次(其中逾越海峽中線及其延伸線進入西南空域23架次)、共艦8艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/31,臺海周邊空域空情動態新聞稿 國防部今(31)日表示，迄1700時止，偵獲共機62架次(其中進入西南空域15架次)、共艦7艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/30,臺海周邊空域空情動態新聞稿 國防部今(30)日表示，迄1700時止，偵獲共機24架次(其中逾越海峽中線及其延伸線進入西南空域8架次)、共艦11艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/29,臺海周邊空域空情動態新聞稿 國防部今(29)日表示，迄1700時止，偵獲共機37架次(其中逾越海峽中線12架次)、共艦8艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/28,臺海周邊空域空情動態新聞稿 國防部今(28)日表示，迄1700時止，偵獲共機23架次(其中逾越海峽中線及其延伸線進入西南空域10架次)、共艦8艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
111/08/27,臺海周邊空域空情動態新聞稿 國防部今(27)日表示，迄1700時止，偵獲共機21架次(其中進入西南空域13架次)、共艦5艘次，持續於臺灣周邊海空域活動。國軍運用任務機、艦及岸置飛彈系統嚴密監控與應處
